,text,intent
822,response like some confirmation and dashboad too,Dashboard_access
823,because in this course sudhanshu will going to tell deployment of dl model,need_help
824,done got it,great
825,there is no discussion pandas and exception topics,course_contents
826,I need help with Pycharm interpreter selection,pycharm_interpreter_selection
827,d = list(s)   #converting tuple to listd[1]=&apos;b&apos;  #choose which index to be changed with a new datas = tuple(d) #changing it back to tuples[1],O
828,<partlist type=missed alt= callId=1cc9df7a-d261-4a77-9f3d-d899d1b5c6cc><part identity=live:cibim04><name>Cibi M</name><duration>3.005</duration></part><part identity=live:.cid.4933a22bf564744><name>support@ineuron.ai</name><duration>3.005</duration></part></partlist>,O
829,s = &quot;sudhanshu kumar&quot;s,O
830,Respected sir/madam Sudhanshu sir has said in the BD community class that he would give details of DL masters new batch today any updates over it.,NewBatch_details
831,and sir i am not getting the link of the question u have given as home work,assignment_link
832,<quote author=live:.cid.4933a22bf564744 authorname=support@ineuron.ai timestamp=1596998739 conversation=8:live:.cid.4933a22bf564744 messageid=1596998738786 cuid=428388693269437370><legacyquote>[1596998739] support@ineuron.ai: </legacyquote>are you able to find answer ma&apos;am?<legacyquote>&lt;&lt;&lt; </legacyquote></quote>no sir i need answers only for 5 and 6 i worked out the  others,O
833,"Hello Everyone ,we have last stats class tomorrow at 10 AM IST , kindly find a link below to join this class .<a href=https://us02web.zoom.us/j/88201884563>https://us02web.zoom.us/j/88201884563</a>",class_link
834,ok,good_bye
835,sir from where this array value has come through will u please explain,need_help
836,same result is showing again,need_help
837,When i am predicting by flask then getting error,need_help
838,how can i do it can u provide some guidance ?,need_help
839,Sir ek baat poochni thi,need_help
840,Hi,Greetings
841,MLD 6th june,batch_details
842,"<URIObject uri=https://api.asm.skype.com/v1/objects/0-sa-d1-838c61a01020ceb6a021e521a7bd5c0b url_thumbnail=https://api.asm.skype.com/v1/objects/0-sa-d1-838c61a01020ceb6a021e521a7bd5c0b/views/imgt1_anim type=Picture.1 doc_id=0-sa-d1-838c61a01020ceb6a021e521a7bd5c0b width=1384 height=58>To view this shared photo, go to: <a href=https://login.skype.com/login/sso?go=xmmfallback?pic=0-sa-d1-838c61a01020ceb6a021e521a7bd5c0b>https://login.skype.com/login/sso?go=xmmfallback?pic=0-sa-d1-838c61a01020ceb6a021e521a7bd5c0b</a><OriginalName v=image_2020_08_29T09_41_20_863Z.png></OriginalName><FileSize v=4961></FileSize><meta type=photo originalName=image_2020_08_29T09_41_20_863Z.png></meta></URIObject>",O
843,wow thanks! I understood.,welocme_reply
844,still result is same,need_help
845,"Sir it&apos;s saying for quality NLP , But sir I don&apos;t know about NLP",need_help
846,But i think this is for Haruko not for local host,need_help
847,Oh so what can be done now,support_ticket_generate
848,can I cal you,need_skype_call
849,<partlist type=missed alt= OId=d7e4c631-2041-434d-a5ad-b0c037fd6a12><part identity=live:.cid.fe63248b85b39c2f><name>Vikash Singh</name></part><part identity=live:.cid.4933a22bf564744><name>support_ineuron ai</name></part></partlist>,O
850,May I know about you are giving this answer for what query ?,O
851,"okay sir, thanks for your response",more_query
852,df_fifa1.loc[(df_fifa[&quot;Nationality&quot;]==&quot;England&quot;) &amp; (df_fifa1[&quot;Overall&quot;])]here df_fifa1[&quot;Overall&quot;] is there ..so what will happen if I don&apos;t give this condition  ..means if overall is null then it wont consider it or what will it do?,need_help
853,"<URIObject uri=https://api.asm.skype.com/v1/objects/0-sa-d4-40da315814b57b3da55d6af3060f59d9 url_thumbnail=https://api.asm.skype.com/v1/objects/0-sa-d4-40da315814b57b3da55d6af3060f59d9/views/imgt1_anim type=Picture.1 doc_id=0-sa-d4-40da315814b57b3da55d6af3060f59d9 width=2048 height=1152>To view this shared photo, go to: <a href=https://login.skype.com/login/sso?go=xmmfallback?pic=0-sa-d4-40da315814b57b3da55d6af3060f59d9>https://login.skype.com/login/sso?go=xmmfallback?pic=0-sa-d4-40da315814b57b3da55d6af3060f59d9</a><OriginalName v=1597860454058.JPEG></OriginalName><FileSize v=262831></FileSize><meta type=photo originalName=1597860454058.JPEG></meta></URIObject>",O
854,sir the same problem arises again,need_help
855,I missed that meeting unfortunately.,need_help
856,ok sir,good_bye
857,For machine Learning Course can I sent the payment receipt here for dashboard,payment_detail
858,it shows error 404,need_help
859,"<URIObject uri=https://api.asm.skype.com/v1/objects/0-sa-d8-e5648115b4ad4d660b37886e142138e5 url_thumbnail=https://api.asm.skype.com/v1/objects/0-sa-d8-e5648115b4ad4d660b37886e142138e5/views/imgt1_anim type=Picture.1 doc_id=0-sa-d8-e5648115b4ad4d660b37886e142138e5 width=2048 height=1152>To view this shared photo, go to: <a href=https://login.skype.com/login/sso?go=xmmfallback?pic=0-sa-d8-e5648115b4ad4d660b37886e142138e5>https://login.skype.com/login/sso?go=xmmfallback?pic=0-sa-d8-e5648115b4ad4d660b37886e142138e5</a><OriginalName v=1600786497583.JPEG></OriginalName><FileSize v=318609></FileSize><meta type=photo originalName=1600786497583.JPEG></meta></URIObject>",O
860,hi,Greetings
861,"<URIObject uri=https://api.asm.skype.com/v1/objects/0-sa-d5-bc068738f2b7dc1106115dc197485478 url_thumbnail=https://api.asm.skype.com/v1/objects/0-sa-d5-bc068738f2b7dc1106115dc197485478/views/imgt1_anim type=Picture.1 doc_id=0-sa-d5-bc068738f2b7dc1106115dc197485478 width=2048 height=1536>To view this shared photo, go to: <a href=https://login.skype.com/login/sso?go=xmmfallback?pic=0-sa-d5-bc068738f2b7dc1106115dc197485478>https://login.skype.com/login/sso?go=xmmfallback?pic=0-sa-d5-bc068738f2b7dc1106115dc197485478</a><OriginalName v=1600670266031.JPEG></OriginalName><FileSize v=64409></FileSize><meta type=photo originalName=1600670266031.JPEG></meta></URIObject>",O
862,Pls reply,sorry
863,What about 18th october session 25 th july nlp cv dl batch,recordings_not_avilable
864,Sir is it necessary to have a master&apos;s in the field of data science?,need_help
865,ok i will check it,sure
866,will you please help me on that,need_help
867,hello,Greetings
868,"here's my assignments link tht im able open , but i dont know when i checked my grades it says",support_ticket_generate
869,Sir my mail id is - <a href=mailto:tsrvmhptr@gmail.com>tsrvmhptr@gmail.com</a>,user_email
870,"<URIObject uri=https://api.asm.skype.com/v1/objects/0-sa-d5-18e457078e6b1688f079f23860e407ba url_thumbnail=https://api.asm.skype.com/v1/objects/0-sa-d5-18e457078e6b1688f079f23860e407ba/views/imgt1_anim type=Picture.1 doc_id=0-sa-d5-18e457078e6b1688f079f23860e407ba width=1366 height=768>To view this shared photo, go to: <a href=https://login.skype.com/login/sso?go=xmmfallback?pic=0-sa-d5-18e457078e6b1688f079f23860e407ba>https://login.skype.com/login/sso?go=xmmfallback?pic=0-sa-d5-18e457078e6b1688f079f23860e407ba</a><OriginalName v=Untitled.png></OriginalName><FileSize v=203184></FileSize><meta type=photo originalName=Untitled.png></meta></URIObject>",O
871,hello sir will u please guide in this process,need_help
872,my apologies and thanks for the same,Thank_you
873,And please add me in the next internship program,internship_query
874,"<URIObject uri=https://api.asm.skype.com/v1/objects/0-sa-d2-614c0b4ae2c3d5ca99f9e3248ed3f549 url_thumbnail=https://api.asm.skype.com/v1/objects/0-sa-d2-614c0b4ae2c3d5ca99f9e3248ed3f549/views/imgt1_anim type=Picture.1 doc_id=0-sa-d2-614c0b4ae2c3d5ca99f9e3248ed3f549 width=2048 height=1536>To view this shared photo, go to: <a href=https://login.skype.com/login/sso?go=xmmfallback?pic=0-sa-d2-614c0b4ae2c3d5ca99f9e3248ed3f549>https://login.skype.com/login/sso?go=xmmfallback?pic=0-sa-d2-614c0b4ae2c3d5ca99f9e3248ed3f549</a><OriginalName v=1587637096701.JPEG></OriginalName><FileSize v=146733></FileSize><meta type=photo originalName=1587637096701.JPEG></meta></URIObject>",O
875,Yes,Thank_you
876,import pandas as pdimport numpy as npimport seaborn as snsimport osimport mathimport statisticsimport matplotlib.pyplot as plt%matplotlib inlineimport scipy.statsfrom scipy import statsfrom scipy.stats import zscorefrom scipy.stats import normfrom scipy.special import ndtr as ndtrfrom scipy.stats import fimport statsmodels.api as sm,code_error
877,what to do now?,need_help
878,Ok thank you,good_bye
879,"<URIObject uri=https://api.asm.skype.com/v1/objects/0-sa-d1-59c6d8f801403385d3b11f371e0a1db6 url_thumbnail=https://api.asm.skype.com/v1/objects/0-sa-d1-59c6d8f801403385d3b11f371e0a1db6/views/imgt1_anim type=Picture.1 doc_id=0-sa-d1-59c6d8f801403385d3b11f371e0a1db6 width=1366 height=768>To view this shared photo, go to: <a href=https://login.skype.com/login/sso?go=xmmfallback?pic=0-sa-d1-59c6d8f801403385d3b11f371e0a1db6>https://login.skype.com/login/sso?go=xmmfallback?pic=0-sa-d1-59c6d8f801403385d3b11f371e0a1db6</a><OriginalName v=Untitled.png></OriginalName><FileSize v=136121></FileSize><meta type=photo originalName=Untitled.png></meta></URIObject>",O
880,"<URIObject uri=https://api.asm.skype.com/v1/objects/0-sa-d4-bf69c41bddcb5aac07786a61a3b55687 url_thumbnail=https://api.asm.skype.com/v1/objects/0-sa-d4-bf69c41bddcb5aac07786a61a3b55687/views/imgt1_anim type=Picture.1 doc_id=0-sa-d4-bf69c41bddcb5aac07786a61a3b55687 width=1097 height=483>To view this shared photo, go to: <a href=https://login.skype.com/login/sso?go=xmmfallback?pic=0-sa-d4-bf69c41bddcb5aac07786a61a3b55687>https://login.skype.com/login/sso?go=xmmfallback?pic=0-sa-d4-bf69c41bddcb5aac07786a61a3b55687</a><OriginalName v=picturemessage_xdu15r4q.iox.png></OriginalName><FileSize v=64268></FileSize><meta type=photo originalName=picturemessage_xdu15r4q.iox.png></meta></URIObject>",O
881,<partlist type=started alt= callId=2b0b355b-0ab7-4417-b4f4-24a89050f52c><part identity=live:yash20december><name>yash agrawal</name></part><part identity=live:.cid.4933a22bf564744><name>support@ineuron.ai</name></part></partlist>,O
882,"sir will you please tell me what is wrong in my solution, i am not getting it?",need_help
883,Sir should I send you the link of error logs,need_help
884,Thanks for the help.,more_query
885,ok,Thank_you
886,Hello sir,Greetings
887,but same error are coming,need_help
888,"<URIObject uri=https://api.asm.skype.com/v1/objects/0-sa-d5-4033a53690bc0499a2546dba120b9b75 url_thumbnail=https://api.asm.skype.com/v1/objects/0-sa-d5-4033a53690bc0499a2546dba120b9b75/views/imgt1_anim type=Picture.1 doc_id=0-sa-d5-4033a53690bc0499a2546dba120b9b75 width=1366 height=768>To view this shared photo, go to: <a href=https://login.skype.com/login/sso?go=xmmfallback?pic=0-sa-d5-4033a53690bc0499a2546dba120b9b75>https://login.skype.com/login/sso?go=xmmfallback?pic=0-sa-d5-4033a53690bc0499a2546dba120b9b75</a><OriginalName v=Untitled.png></OriginalName><FileSize v=122138></FileSize><meta type=photo originalName=Untitled.png></meta></URIObject>",O
889,this is my data set,O
890,"i want to make one folder in jupyter notebook , how will it come and show in notebook ??",jupyter_notebook
891,no,need_help
892,and it was working before during session,need_help
893,plz guide me thru tiz,need_help
894,"This is phani, DL batch",enter_query
895,you are not understanding error,need_help
896,"<URIObject uri=https://api.asm.skype.com/v1/objects/0-sa-d2-2c0f8cd2fcc0eea69392d12654d9f538 url_thumbnail=https://api.asm.skype.com/v1/objects/0-sa-d2-2c0f8cd2fcc0eea69392d12654d9f538/views/imgt1_anim type=Picture.1 doc_id=0-sa-d2-2c0f8cd2fcc0eea69392d12654d9f538 width=2048 height=1152>To view this shared photo, go to: <a href=https://login.skype.com/login/sso?go=xmmfallback?pic=0-sa-d2-2c0f8cd2fcc0eea69392d12654d9f538>https://login.skype.com/login/sso?go=xmmfallback?pic=0-sa-d2-2c0f8cd2fcc0eea69392d12654d9f538</a><OriginalName v=1596124143677.JPEG></OriginalName><FileSize v=398096></FileSize><meta type=photo originalName=1596124143677.JPEG></meta></URIObject>",O
897,Joined..Thanks now..,Thank_you
898,Do I need to install 64 bit application?,O
899,ru there?,Greetings
900,can you help to get access python dashboard,support_ticket_generate
901,Hi  i hve not received today&apos;s session Link.,class_link
902,hi,Greetings
903,Our mentor sourganshu sir told it ll be rectified . So should I give my mail id here?,need_help
904,Please ignore the above message. I confused 8 PM with 8 AM,okay_reply
905,Respected Sir/madam has  there been any news on new batch on master deep learning,NewBatch_details
906,Sir r u there,Greetings
907,Hiiiiii,Greetings
908,file name or extension path name,need_help
909,u there???,Greetings
910,hello sir,Greetings
911,can you please help me.,need_help
912,when i am trying to deploy web scrapper using selenium it give me error.,deployment
913,Mailid is <a href=mailto:allu.sandhya726@gmail.com>allu.sandhya726@gmail.com</a>,user_email
914,"<URIObject uri=https://api.asm.skype.com/v1/objects/0-sa-d7-5f8ecffa444207ebc281c725836a5abe url_thumbnail=https://api.asm.skype.com/v1/objects/0-sa-d7-5f8ecffa444207ebc281c725836a5abe/views/imgt1_anim type=Picture.1 doc_id=0-sa-d7-5f8ecffa444207ebc281c725836a5abe width=1366 height=768>To view this shared photo, go to: <a href=https://login.skype.com/login/sso?go=xmmfallback?pic=0-sa-d7-5f8ecffa444207ebc281c725836a5abe>https://login.skype.com/login/sso?go=xmmfallback?pic=0-sa-d7-5f8ecffa444207ebc281c725836a5abe</a><OriginalName v=Untitled.png></OriginalName><FileSize v=166931></FileSize><meta type=photo originalName=Untitled.png></meta></URIObject>",O
915,I am part of the DLCVNLP program,enter_query
916,<quote author=live:.cid.4933a22bf564744 authorname=support@ineuron.ai timestamp=1597042741 conversation=8:live:.cid.4933a22bf564744 messageid=1597042741301 cuid=9428191986895343027><legacyquote>[1597042741] support@ineuron.ai: </legacyquote>may i know your batch name ma&apos;am?<legacyquote>&lt;&lt;&lt; </legacyquote></quote>DLCVNLP 25th july and MLD6th june batches 09/08/20 video upload please,O
917,"Got it, but these are the data that we are already seen in lecture, I want some fresh raw data, where do I get it ?",support_ticket_generate
918,<partlist type=ended alt= callId=2b0b355b-0ab7-4417-b4f4-24a89050f52c><part identity=live:yash20december><name>yash agrawal</name><duration>442.92</duration></part><part identity=live:.cid.4933a22bf564744><name>support@ineuron.ai</name><duration>442.92</duration></part></partlist>,O
919,No sir... The canvas class,O
920,hi,Greetings
921,I don&apos;t know..my name was there till yesterday..but when I checked today it wasn&apos;t there,need_help
922,Hi..,Greetings
923,"def gen<ss type=no>(n)</ss>:    for i in range(0,n):        for j in range(0,i+1):             print( &quot;*&quot;,end=&quot;&quot;)        print(&quot;\r&quot;)",code_error
924,ok,Thank_you
925,so i made a group by in country,code_error
926,"am not able to understand numopy assignment.. however i understand 1st question.. the 2nd question am not able to understand.. and the link provided by you is also same as in the assignment.,. i need explanation of 2nd question",assignment_numpy
927,i'm enrolled for NLP DLP course and wanted to get enrolled for PowerBI. please include.. my id is Senthil.kumar29@gmail.com,support_ticket_generate
928,the error which shows in cmd screen ?,need_help
929,"<URIObject uri=https://api.asm.skype.com/v1/objects/0-sa-d1-a6c7b15edd488b6cd2bdfb51459239c8 url_thumbnail=https://api.asm.skype.com/v1/objects/0-sa-d1-a6c7b15edd488b6cd2bdfb51459239c8/views/imgt1_anim type=Picture.1 doc_id=0-sa-d1-a6c7b15edd488b6cd2bdfb51459239c8 width=1366 height=768>To view this shared photo, go to: <a href=https://login.skype.com/login/sso?go=xmmfallback?pic=0-sa-d1-a6c7b15edd488b6cd2bdfb51459239c8>https://login.skype.com/login/sso?go=xmmfallback?pic=0-sa-d1-a6c7b15edd488b6cd2bdfb51459239c8</a><OriginalName v=Untitled.png></OriginalName><FileSize v=182212></FileSize><meta type=photo originalName=Untitled.png></meta></URIObject>",O
930,"<URIObject uri=https://api.asm.skype.com/v1/objects/0-sa-d4-8a1bd1f0086e4a15aec288b57bb0062b url_thumbnail=https://api.asm.skype.com/v1/objects/0-sa-d4-8a1bd1f0086e4a15aec288b57bb0062b/views/imgt1_anim type=Picture.1 doc_id=0-sa-d4-8a1bd1f0086e4a15aec288b57bb0062b width=945.2307692307693 height=2048>To view this shared photo, go to: <a href=https://login.skype.com/login/sso?go=xmmfallback?pic=0-sa-d4-8a1bd1f0086e4a15aec288b57bb0062b>https://login.skype.com/login/sso?go=xmmfallback?pic=0-sa-d4-8a1bd1f0086e4a15aec288b57bb0062b</a><OriginalName v=1601295064468.JPEG></OriginalName><FileSize v=63620></FileSize><meta type=photo originalName=1601295064468.JPEG></meta></URIObject>",O
931,Sir today sir told about practicing pandas and then publish as an article...,need_help
932,<partlist type=missed alt= callId=b4dbc7bd-ce81-44e9-adba-a41e34268f2e><part identity=live:pradeep.mechd><name>PRADEEP KUMAR VIJANAPALLI</name><duration>4.885</duration></part><part identity=live:.cid.4933a22bf564744><name>support@ineuron.ai</name><duration>4.885</duration></part></partlist>,O
933,I have applied for internship as I got a mail to fill the form,internship_query
934,Give me some time please,sure
935,help me please.. i tried but no use,need_help
936,Thank you. I was able to submit my project.,great
937,Thank you,Thank_you
938,Sir my prblm is listed above .can u check it plz,need_help
939,then tried to change s[1] into &apos;b&apos;,O
940,Ohk,good_bye
941,ohk i have restarted it and it is worrking now,great
942,<partlist type=started alt= callId=48db1436-5672-4c0a-8f35-dce2542f38ae><part identity=live:yash20december><name>yash agrawal</name></part><part identity=live:.cid.4933a22bf564744><name>support@ineuron.ai</name></part></partlist>,O
943,I cross-checked 2-3 times,need_help
944,please share complete command to run jupyter notebook,anaconda_jnotebook_run
945,"2.2 Write a Python function which takes a character (i.e. a string of length 1) and returns True ifit is a vowel, False otherwise.",assignment_python
946,ok sir,good_bye
947,still getting error,need_help
948,its not working still,need_help
949,i imported pandas and numpy library but still its coming error,code_error
950,If 2 or more people join for 2 courses will there be a discount,need_help
951,its working no,need_help
952,Ohk sir . thank you,Thank_you
953,this is the error,code_error
954,"<URIObject uri=https://api.asm.skype.com/v1/objects/0-sa-d8-86b567c50ed580f132840c96646479d4 url_thumbnail=https://api.asm.skype.com/v1/objects/0-sa-d8-86b567c50ed580f132840c96646479d4/views/imgt1_anim type=Picture.1 doc_id=0-sa-d8-86b567c50ed580f132840c96646479d4 width=1366 height=768>To view this shared photo, go to: <a href=https://login.skype.com/login/sso?go=xmmfallback?pic=0-sa-d8-86b567c50ed580f132840c96646479d4>https://login.skype.com/login/sso?go=xmmfallback?pic=0-sa-d8-86b567c50ed580f132840c96646479d4</a><OriginalName v=Untitled.png></OriginalName><FileSize v=162741></FileSize><meta type=photo originalName=Untitled.png></meta></URIObject>",O
955,is it possible i could get it extended if i do well,need_help
956,this part can you explain,need_help
957,sir it shows the same result,need_help
958,"<URIObject uri=https://api.asm.skype.com/v1/objects/0-sa-d5-a00b2748fe1021880e0789d8141087c2 url_thumbnail=https://api.asm.skype.com/v1/objects/0-sa-d5-a00b2748fe1021880e0789d8141087c2/views/imgt1_anim type=Picture.1 doc_id=0-sa-d5-a00b2748fe1021880e0789d8141087c2 width=1366 height=768>To view this shared photo, go to: <a href=https://login.skype.com/login/sso?go=xmmfallback?pic=0-sa-d5-a00b2748fe1021880e0789d8141087c2>https://login.skype.com/login/sso?go=xmmfallback?pic=0-sa-d5-a00b2748fe1021880e0789d8141087c2</a><OriginalName v=Untitled.png></OriginalName><FileSize v=206145></FileSize><meta type=photo originalName=Untitled.png></meta></URIObject>",O
959,while the same thing during class is working,need_help
960,yes,Thank_you
961,I downloaded zoom in my iPad with different user then also it didn&apos;t work,need_help
962,"i given you file , but you are not interested to check that one",sorry
963,sir here i am not able to find python.exe file,need_help
964,I have submit second assignment,assignment_submittion
965,"Kindly provide YouTube link of,  deployment of models in Flask frame work. Explained by shudhanshu sir in depth in machine Learning course stream.",class_link
966,Will get back to you once I have any clarifications. Thanks.,welocme_reply
967,it was in the chat column...it had direct links for python download (comm version),need_help
968,hello,Greetings
969,ok sir sure,good_bye
970,U said it will start from 10th October,batch_details
971,so for our case virat told us that we can opt-out from this internship and get enrolled for the next internship..,internship_query
972,From when will the classes start?,course_timings
973,today class link is not working,class_link
974,Oh.. After you evaluate then I have to click on that link and check the score,need_help
975,Yes sir I completely agree.what I mean was the structure remains same.so I write the code accordingly but don&apos;t know why I m not getting the required url.  I got an url but when I go to that link it says not found. Sir can I share  the ss of my code with yoy,need_help
976,<partlist type=missed alt= callId=a1274634-4e99-41bd-8b46-c2e95c1d61a8><part identity=live:yash20december><name>yash agrawal</name><duration>5.923</duration></part><part identity=live:.cid.4933a22bf564744><name>support@ineuron.ai</name><duration>5.923</duration></part></partlist>,O
977,"<URIObject uri=https://api.asm.skype.com/v1/objects/0-sa-d8-217cbd4aa913765548c81e5881757efc url_thumbnail=https://api.asm.skype.com/v1/objects/0-sa-d8-217cbd4aa913765548c81e5881757efc/views/imgt1_anim type=Picture.1 doc_id=0-sa-d8-217cbd4aa913765548c81e5881757efc width=1366 height=768>To view this shared photo, go to: <a href=https://login.skype.com/login/sso?go=xmmfallback?pic=0-sa-d8-217cbd4aa913765548c81e5881757efc>https://login.skype.com/login/sso?go=xmmfallback?pic=0-sa-d8-217cbd4aa913765548c81e5881757efc</a><OriginalName v=Untitled.png></OriginalName><FileSize v=152014></FileSize><meta type=photo originalName=Untitled.png></meta></URIObject>",O
978,"<URIObject uri=https://api.asm.skype.com/v1/objects/0-sa-d7-5580087daed8bf052914a18e3e351ea8 url_thumbnail=https://api.asm.skype.com/v1/objects/0-sa-d7-5580087daed8bf052914a18e3e351ea8/views/imgt1_anim type=Picture.1 doc_id=0-sa-d7-5580087daed8bf052914a18e3e351ea8 width=1366 height=768>To view this shared photo, go to: <a href=https://login.skype.com/login/sso?go=xmmfallback?pic=0-sa-d7-5580087daed8bf052914a18e3e351ea8>https://login.skype.com/login/sso?go=xmmfallback?pic=0-sa-d7-5580087daed8bf052914a18e3e351ea8</a><OriginalName v=Screenshot (41).png></OriginalName><FileSize v=130427></FileSize><meta type=photo originalName=Screenshot (41).png></meta></URIObject>",O
979,"In assignment 6, for question 5 i have writen code with for loop. i feel like long method. can you suggest me if there is any easy way than this.",assignment_doubt
980,Hi Team ..,enter_query
981,"<URIObject uri=https://api.asm.skype.com/v1/objects/0-eus-d1-bb7d2777c9c51c44f2e30ebd91ad63f9 url_thumbnail=https://api.asm.skype.com/v1/objects/0-eus-d1-bb7d2777c9c51c44f2e30ebd91ad63f9/views/imgt1_anim type=Picture.1 doc_id=0-eus-d1-bb7d2777c9c51c44f2e30ebd91ad63f9 width=1517 height=726>To view this shared photo, go to: <a href=https://login.skype.com/login/sso?go=xmmfallback?pic=0-eus-d1-bb7d2777c9c51c44f2e30ebd91ad63f9>https://login.skype.com/login/sso?go=xmmfallback?pic=0-eus-d1-bb7d2777c9c51c44f2e30ebd91ad63f9</a><OriginalName v=picturemessage_zdeb2f0h.l2g.png></OriginalName><FileSize v=79576></FileSize><meta type=photo originalName=picturemessage_zdeb2f0h.l2g.png></meta></URIObject>",O
982,Can you please help?,need_help
983,Hello Sir/Madam,Greetings
984,"<URIObject uri=https://api.asm.skype.com/v1/objects/0-sa-d4-91cdd7d4d38f85a2d947da20991240a4 url_thumbnail=https://api.asm.skype.com/v1/objects/0-sa-d4-91cdd7d4d38f85a2d947da20991240a4/views/imgt1_anim type=Picture.1 doc_id=0-sa-d4-91cdd7d4d38f85a2d947da20991240a4 width=2048 height=1152>To view this shared photo, go to: <a href=https://login.skype.com/login/sso?go=xmmfallback?pic=0-sa-d4-91cdd7d4d38f85a2d947da20991240a4>https://login.skype.com/login/sso?go=xmmfallback?pic=0-sa-d4-91cdd7d4d38f85a2d947da20991240a4</a><OriginalName v=1589987737231.JPEG></OriginalName><FileSize v=465448></FileSize><meta type=photo originalName=1589987737231.JPEG></meta></URIObject>",O
985,Good Evening,Greetings
986,unmute me sir; dattaankan74@gmail.com; ankan datta,wait_reply
987,getting remove duplicate num,need_help
988,in that voltage column,code_error
989,Can you help me regarding the working of jupyter notebook?,anaconda_jnotebook_run
990,getting this,O
991,Hi,Greetings
992,ok,good_bye
993,"<URIObject uri=https://api.asm.skype.com/v1/objects/0-sa-d7-0febdc69e2cd4f0cf9f9bd4f2ec2a4c0 url_thumbnail=https://api.asm.skype.com/v1/objects/0-sa-d7-0febdc69e2cd4f0cf9f9bd4f2ec2a4c0/views/imgt1_anim type=Picture.1 doc_id=0-sa-d7-0febdc69e2cd4f0cf9f9bd4f2ec2a4c0 width=1366 height=768>To view this shared photo, go to: <a href=https://login.skype.com/login/sso?go=xmmfallback?pic=0-sa-d7-0febdc69e2cd4f0cf9f9bd4f2ec2a4c0>https://login.skype.com/login/sso?go=xmmfallback?pic=0-sa-d7-0febdc69e2cd4f0cf9f9bd4f2ec2a4c0</a><OriginalName v=Untitled.png></OriginalName><FileSize v=160011></FileSize><meta type=photo originalName=Untitled.png></meta></URIObject>",O
994,yes sir i have placed that,need_help
995,"Hello Sir, I am Vishnu Derkar. I have enrolled for MLDL6th June , DLCVNLP 25th July, and Big Data Batch. Sir I am a Mechanical student without any experience, a passout of 2019. I am little concerned about me getting a Job. I think it would be very helpful if you could guide me and tell me thinks to improve my chances of getting a Job.",career_transition
996,nothing changed sir,need_help
997,"when i execute this :- gunicorn app:app, its getting error",code_error
998,Successfully opened,great
999,"<URIObject uri=https://api.asm.skype.com/v1/objects/0-ea-d6-a4a574e164f245898d17933b8cc2cdf8 url_thumbnail=https://api.asm.skype.com/v1/objects/0-ea-d6-a4a574e164f245898d17933b8cc2cdf8/views/imgt1_anim type=Picture.1 doc_id=0-ea-d6-a4a574e164f245898d17933b8cc2cdf8 width=243 height=160>To view this shared photo, go to: <a href=https://login.skype.com/login/sso?go=xmmfallback?pic=0-ea-d6-a4a574e164f245898d17933b8cc2cdf8>https://login.skype.com/login/sso?go=xmmfallback?pic=0-ea-d6-a4a574e164f245898d17933b8cc2cdf8</a><OriginalName v=image_2020_06_04T16_08_49_023Z.png></OriginalName><FileSize v=9840></FileSize><meta type=photo originalName=image_2020_06_04T16_08_49_023Z.png></meta></URIObject>",O
1000,<a href=https://console.cloud.google.com/cloud-build/builds/b65c9fe2-74f9-4ec2-88d9-dc1717935377?project=lin-reg&amp;authuser=1>https://console.cloud.google.com/cloud-build/builds/b65c9fe2-74f9-4ec2-88d9-dc1717935377?project=lin-reg&amp;authuser=1</a>,O
1001,<partlist type=started alt= OId=01d34d56-9aa7-4abd-b313-26f9b328405d><part identity=live:.cid.fe63248b85b39c2f><name>Vikash Singh</name></part><part identity=live:.cid.4933a22bf564744><name>support_ineuron ai</name></part></partlist>,O
1002,will it be tought in future classes?,course_details
1003,Ok sir,good_bye
1004,I was trying to save It showed this,O
1005,i mention and make txt file of library but flask api running sccessfull but not found file after installing plugins again its coming  same error,need_help
1006,I wanted to know the explanation of this line and also ..this is an if statement and there no code after fi statement ..in this case what is the use of this statement,code_error
1007,"<URIObject uri=https://api.asm.skype.com/v1/objects/0-eus-d7-230c249ae0f256e1d4197720195fec13 url_thumbnail=https://api.asm.skype.com/v1/objects/0-eus-d7-230c249ae0f256e1d4197720195fec13/views/imgt1_anim type=Picture.1 doc_id=0-eus-d7-230c249ae0f256e1d4197720195fec13 width=280 height=140>To view this shared photo, go to: <a href=https://login.skype.com/login/sso?go=xmmfallback?pic=0-eus-d7-230c249ae0f256e1d4197720195fec13>https://login.skype.com/login/sso?go=xmmfallback?pic=0-eus-d7-230c249ae0f256e1d4197720195fec13</a><OriginalName v=image_2020_05_15T08_35_30_634Z.png></OriginalName><FileSize v=6911></FileSize><meta type=photo originalName=image_2020_05_15T08_35_30_634Z.png></meta></URIObject>",O
1008,how to do this above step will u please guide me?,need_help
1009,I found that I couldn&apos;t capture the product_html .. is it due to the request.get() function?,need_help
1010,I restarted pycharm and no error showing now. I think solved. Thanks for ur concern,great
1011,"Sir this is a lambda function in   amazon lex chatbot project. When I m testing the lambda function ,error says urls can&apos;t contain control characters . I m not able to understand that error. Can u help me with that. How can I find that error and solve it",code_error
